order_id,date,region,channel,category,status,units,revenue,cost,processing_hours
OP-00530,2026-06-13,Metropolitana,Marketplace,Equipamiento,Completada,5.0,900428.0,689449.0,10.06
OP-00531,2026-04-15,Metropolitana,Web,Servicios,Completada,8.0,705201.0,397435.0,12.26
OP-00532,2026-05-26,Metropolitana,Web,Equipamiento,Completada,5.0,930817.0,695268.0,17.63
OP-00533,2026-08-27,Valparaíso,Web,Insumos,Completada,6.0,296750.0,202163.0,7.42
OP-00534,2026-06-09,Metropolitana,Teléfono,Insumos,Completada,3.0,188827.0,123855.0,23.33
OP-00535,2026-08-31,La Araucanía,Web,Servicios,Completada,3.0,374321.0,226822.0,26.89
OP-00536,2026-07-07,Maule,Ejecutivo,Equipamiento,Completada,5.0,669178.0,485814.0,12.8
OP-00537,2026-07-11,Metropolitana,Ejecutivo,,Completada,4.0,627262.0,439301.0,19.74
OP-00538,2026-08-08,Biobío,Web,Repuestos,Completada,7.0,1193835.0,999999.0,13.4
OP-00539,2026-02-25,Antofagasta,Teléfono,Equipamiento,Completada,4.0,537864.0,402865.0,8.77
OP-00540,2026-03-05,Biobío,Ejecutivo,Repuestos,Completada,4.0,437105.0,369443.0,13.09
OP-00541,2026-08-25,Metropolitana,Teléfono,Servicios,Completada,4.0,394905.0,229543.0,15.05
OP-00542,2026-07-29,Valparaíso,Web,Servicios,Completada,4.0,274566.0,154628.0,16.75
OP-00543,2026-08-14,Metropolitana,Web,Equipamiento,Cancelada,1.0,166622.0,116323.0,15.86
OP-00544,2026-06-19,Metropolitana,Web,Servicios,Completada,3.0,206292.0,113065.0,21.61
OP-00545,2026-03-05,Metropolitana,Teléfono,Equipamiento,Completada,5.0,944707.0,709481.0,26.32
OP-00546,2026-08-11,Metropolitana,Ejecutivo,Insumos,Completada,6.0,297102.0,197208.0,13.39
OP-00547,2026-08-05,Metropolitana,Web,Insumos,Completada,6.0,320150.0,217122.0,15.11
OP-00548,2026-06-11,Metropolitana,Web,Insumos,Pendiente,4.0,289904.0,207795.0,21.72
OP-00549,2026-06-10,Biobío,Teléfono,Equipamiento,Cancelada,1.0,198062.0,154433.0,15.73
OP-00550,2026-05-13,Metropolitana,Web,Equipamiento,Pendiente,5.0,742533.0,523317.0,16.43
OP-00551,2026-07-06,Valparaíso,Web,Servicios,Cancelada,5.0,474131.0,262317.0,13.98
OP-00552,2026-02-21,La Araucanía,,Insumos,Completada,3.0,185839.0,130346.0,50.55
OP-00553,2026-01-21,Metropolitana,Teléfono,Insumos,Completada,3.0,262713.0,189685.0,10.43
OP-00554,2026-07-07,Metropolitana,Ejecutivo,Servicios,Completada,9.0,942802.0,527792.0,11.5
OP-00555,2026-07-08,Biobío,Web,Servicios,Completada,2.0,241055.0,134061.0,15.43
OP-00556,2026-05-13,Metropolitana,Ejecutivo,,Completada,3.0,248871.0,142386.0,11.86
OP-00557,2026-08-01,Biobío,Ejecutivo,Insumos,Completada,4.0,214110.0,148061.0,18.29
OP-00558,2026-07-23,Metropolitana,Marketplace,Insumos,Completada,3.0,141186.0,105837.0,12.62
OP-00559,2026-04-04,Maule,Ejecutivo,Repuestos,Completada,2.0,141526.0,116744.0,38.13
OP-00560,2026-01-24,Valparaíso,Web,Repuestos,Pendiente,9.0,1928325.0,1596945.0,11.21
OP-00561,2026-04-11,Biobío,Ejecutivo,Insumos,Completada,5.0,248010.0,162024.0,21.63
OP-00562,2026-06-29,Maule,Teléfono,Insumos,Completada,4.0,178666.0,117750.0,21.54
OP-00563,2026-01-13,Metropolitana,Teléfono,Servicios,Completada,5.0,523095.0,298741.0,14.67
OP-00564,2026-05-15,Antofagasta,Web,Servicios,Completada,3.0,360611.0,214687.0,21.32
OP-00565,2026-08-29,Metropolitana,Marketplace,Equipamiento,Completada,3.0,417835.0,313789.0,17.45
OP-00566,2026-05-11,Metropolitana,Web,Insumos,Completada,5.0,438080.0,294150.0,13.16
OP-00567,2026-05-09,Metropolitana,Ejecutivo,Repuestos,Completada,1.0,143041.0,119717.0,27.35
OP-00568,2026-02-01,Valparaíso,Ejecutivo,Insumos,Completada,2.0,121143.0,81711.0,17.5
OP-00569,2026-05-31,Maule,Web,Servicios,Cancelada,5.0,462721.0,274844.0,10.53
OP-00570,2026-03-07,Valparaíso,Ejecutivo,,Completada,4.0,532353.0,312018.0,22.4
OP-00571,2026-05-06,Valparaíso,Web,Servicios,Completada,6.0,448925.0,247931.0,22.97
OP-00572,2026-06-02,Valparaíso,Marketplace,Equipamiento,Completada,6.0,951146.0,726145.0,57.58
OP-00573,2026-05-05,Metropolitana,Web,Insumos,Completada,3.0,270365.0,186251.0,14.99
OP-00574,2026-07-23,Maule,Ejecutivo,Insumos,Completada,7.0,376101.0,264266.0,19.13
OP-00575,2026-03-28,Metropolitana,Web,Equipamiento,Completada,1.0,315310.0,213358.0,15.56
OP-00576,2026-07-19,Valparaíso,Marketplace,,Completada,5.0,661714.0,557029.0,31.95
OP-00577,2026-05-26,Valparaíso,Web,Insumos,Completada,5.0,295361.0,211564.0,14.02
OP-00578,2026-06-14,Maule,Web,Insumos,Completada,7.0,423580.0,287953.0,12.19
OP-00579,2026-06-25,Antofagasta,Teléfono,Servicios,Completada,4.0,447304.0,238807.0,31.97
OP-00580,2026-05-07,Biobío,Web,Equipamiento,Completada,11.0,1780142.0,1251583.0,16.07
OP-00581,2026-05-03,Metropolitana,Marketplace,Repuestos,Completada,2.0,260515.0,225797.0,23.67
OP-00582,2026-01-09,Metropolitana,Web,Servicios,Completada,1.0,147477.0,90039.0,12.95
OP-00583,2026-02-25,Metropolitana,Marketplace,Insumos,Completada,3.0,125018.0,86909.0,33.82
OP-00584,2026-07-28,Biobío,Ejecutivo,Servicios,Completada,2.0,171606.0,102090.0,24.52
OP-00585,2026-07-02,Valparaíso,Web,Repuestos,Completada,8.0,1294519.0,1037503.0,28.31
OP-00586,2026-04-02,Metropolitana,Web,Insumos,Completada,2.0,64994.0,43671.0,11.71
OP-00587,2026-03-03,Metropolitana,Marketplace,Equipamiento,Completada,2.0,327902.0,247171.0,35.26
OP-00588,2026-06-02,Biobío,Ejecutivo,Insumos,Cancelada,4.0,212604.0,145851.0,31.36
OP-00589,2026-05-26,Valparaíso,Ejecutivo,Repuestos,Completada,4.0,817276.0,678484.0,20.71
OP-00590,2026-07-07,La Araucanía,Marketplace,Servicios,Completada,4.0,451211.0,290566.0,22.88
OP-00591,2026-05-14,Metropolitana,Web,Repuestos,Completada,3.0,419512.0,330140.0,27.19
OP-00592,2026-07-14,Valparaíso,Web,Insumos,Completada,3.0,158855.0,109040.0,14.65
OP-00593,2026-01-07,La Araucanía,Ejecutivo,Repuestos,Completada,4.0,366207.0,332040.0,32.86
OP-00594,2026-05-16,Biobío,Web,Insumos,Completada,4.0,252938.0,176693.0,19.98
OP-00595,2026-04-22,Metropolitana,Ejecutivo,Insumos,Completada,7.0,449019.0,298596.0,24.57
OP-00596,2026-02-08,Metropolitana,Ejecutivo,Insumos,Completada,5.0,356709.0,227694.0,13.56
OP-00597,2026-04-02,Metropolitana,Teléfono,Servicios,Completada,4.0,441842.0,254333.0,15.94
OP-00598,2026-04-28,Biobío,Teléfono,Equipamiento,Completada,2.0,253533.0,178444.0,15.43
OP-00599,2026-02-22,Valparaíso,Ejecutivo,Servicios,Completada,7.0,558952.0,329684.0,14.15
OP-00600,2026-04-06,Metropolitana,Marketplace,Equipamiento,Completada,7.0,919979.0,714906.0,14.71
OP-00601,2026-08-22,Metropolitana,Web,Repuestos,Completada,6.0,756960.0,602797.0,19.8
OP-00602,2026-03-29,Biobío,Web,Servicios,Completada,4.0,349636.0,205505.0,6.46
OP-00603,2026-06-13,La Araucanía,Ejecutivo,Equipamiento,Completada,3.0,591015.0,441829.0,24.19
OP-00604,2026-07-05,Biobío,Ejecutivo,Insumos,Completada,2.0,107578.0,74570.0,12.91
OP-00605,2026-02-22,Maule,Ejecutivo,,Completada,3.0,434080.0,358849.0,14.38
OP-00606,2026-04-16,Biobío,Web,Insumos,Completada,5.0,230530.0,160149.0,23.26
OP-00607,2026-08-04,Metropolitana,Web,Equipamiento,Completada,6.0,1362411.0,973246.0,28.64
OP-00608,2026-01-05,Metropolitana,Web,Insumos,Completada,3.0,266675.0,186177.0,21.8
OP-00609,2026-05-11,Biobío,Ejecutivo,Servicios,Completada,3.0,324509.0,196099.0,31.26
OP-00610,2026-01-08,Antofagasta,,Insumos,Completada,1.0,47323.0,33553.0,13.22
OP-00611,2026-06-12,Maule,,Repuestos,Completada,3.0,328980.0,261733.0,10.69
OP-00612,2026-07-18,Metropolitana,Web,Servicios,Completada,4.0,306977.0,175332.0,9.39
OP-00613,2026-08-06,Metropolitana,Ejecutivo,Insumos,Completada,6.0,351342.0,246568.0,13.69
OP-00614,2026-08-17,Antofagasta,Marketplace,Equipamiento,Completada,1.0,,100902.0,93.41
OP-00615,2026-05-08,Metropolitana,Ejecutivo,Servicios,Completada,4.0,404183.0,256249.0,28.36
OP-00616,2026-01-27,Metropolitana,Web,Insumos,Completada,7.0,310839.0,212088.0,18.93
OP-00617,2026-05-30,Metropolitana,Web,Servicios,Completada,4.0,437550.0,254287.0,18.94
OP-00618,2026-06-24,Metropolitana,Ejecutivo,Equipamiento,Cancelada,2.0,328711.0,226458.0,24.41
OP-00619,2026-07-27,Valparaíso,Web,Insumos,Completada,5.0,336934.0,218900.0,12.14
OP-00620,2026-07-06,Biobío,Web,Servicios,Completada,3.0,213813.0,124584.0,27.05
OP-00621,2026-08-23,Metropolitana,Web,Servicios,Completada,4.0,422593.0,247741.0,18.83
OP-00622,2026-06-28,Maule,Web,Insumos,Completada,4.0,255741.0,176299.0,21.44
OP-00623,2026-03-18,Biobío,Web,Servicios,Completada,5.0,586110.0,350998.0,31.97
OP-00624,2026-06-15,Valparaíso,,Repuestos,Completada,6.0,1229338.0,1057999.0,28.49
OP-00625,2026-02-28,Metropolitana,Web,Servicios,Completada,3.0,,181259.0,12.6
OP-00626,2026-05-04,Biobío,Teléfono,Equipamiento,Completada,1.0,135848.0,103294.0,10.32
OP-00627,2026-03-10,Metropolitana,Ejecutivo,Equipamiento,Completada,6.0,1254964.0,867674.0,13.83
OP-00628,2026-04-04,Valparaíso,Web,Equipamiento,Completada,1.0,149831.0,110501.0,25.28
OP-00629,2026-03-06,Biobío,Ejecutivo,Equipamiento,Completada,3.0,622649.0,452516.0,14.02
OP-00630,2026-01-25,La Araucanía,Web,Insumos,Completada,6.0,367034.0,273049.0,24.56
OP-00631,2026-08-30,Antofagasta,Marketplace,Repuestos,Completada,6.0,730473.0,620254.0,28.25
OP-00632,2026-08-21,Metropolitana,Ejecutivo,Insumos,Completada,7.0,523311.0,,14.66
OP-00633,2026-05-19,Biobío,Teléfono,Insumos,Completada,1.0,50882.0,33089.0,13.68
OP-00634,2026-08-01,Biobío,Web,Equipamiento,Completada,5.0,1028810.0,741249.0,18.08
OP-00635,2026-08-11,Biobío,Ejecutivo,Insumos,Completada,5.0,268378.0,179055.0,23.08
OP-00636,2026-06-11,Metropolitana,Web,Insumos,Completada,3.0,153071.0,102689.0,29.51
OP-00637,2026-01-15,La Araucanía,Ejecutivo,Equipamiento,Completada,2.0,322385.0,250450.0,41.13
OP-00638,2026-08-13,Metropolitana,Web,Servicios,Completada,4.0,371158.0,224569.0,16.05
OP-00639,2026-04-13,Valparaíso,Web,Equipamiento,Completada,3.0,741063.0,553523.0,17.99
OP-00640,2026-03-02,Valparaíso,Marketplace,Servicios,Completada,5.0,490442.0,286437.0,26.52
OP-00641,2026-04-26,Maule,Marketplace,Insumos,Completada,2.0,93460.0,67554.0,21.29
OP-00642,2026-04-21,Biobío,Web,Equipamiento,Completada,9.0,1520935.0,1040934.0,11.62
OP-00643,2026-02-14,Antofagasta,Ejecutivo,Insumos,Completada,2.0,104582.0,71989.0,22.46
OP-00644,2026-03-02,Maule,Web,Servicios,Pendiente,2.0,154415.0,88441.0,26.92
OP-00645,2026-02-14,Antofagasta,Web,Insumos,Cancelada,2.0,114584.0,79209.0,12.91
OP-00646,2026-07-31,Valparaíso,Web,Servicios,Completada,4.0,392872.0,233900.0,28.37
OP-00647,2026-08-05,Valparaíso,Ejecutivo,Insumos,Completada,7.0,283676.0,201740.0,23.37
OP-00648,2026-01-09,Metropolitana,Marketplace,Servicios,Pendiente,5.0,527007.0,326012.0,11.35
OP-00649,2026-07-21,Antofagasta,,Insumos,Completada,2.0,79669.0,53902.0,28.54
OP-00650,2026-07-21,Metropolitana,Web,Insumos,Completada,7.0,364560.0,266424.0,18.13
OP-00651,2026-08-21,Valparaíso,Web,Insumos,Completada,4.0,233687.0,165483.0,24.72
OP-00652,2026-02-27,Metropolitana,Web,Insumos,Completada,2.0,97889.0,67363.0,8.74
OP-00653,2026-07-20,Metropolitana,Web,Equipamiento,Completada,2.0,314438.0,216686.0,8.9
OP-00654,2026-02-13,Metropolitana,Ejecutivo,Equipamiento,Completada,7.0,1473506.0,1038903.0,12.39
OP-00655,2026-02-09,La Araucanía,Ejecutivo,Insumos,Cancelada,7.0,411530.0,292956.0,21.54
OP-00656,2026-08-17,Metropolitana,Marketplace,Insumos,Completada,2.0,160808.0,109756.0,7.64
OP-00657,2026-06-21,Valparaíso,Teléfono,Insumos,Completada,6.0,361684.0,236196.0,15.95
OP-00658,2026-01-18,Metropolitana,Web,Equipamiento,Completada,3.0,545094.0,390230.0,16.54
OP-00659,2026-05-06,Valparaíso,Web,Equipamiento,Completada,5.0,1020034.0,726685.0,21.7
OP-00660,2026-08-09,Valparaíso,Web,Equipamiento,Completada,6.0,1143424.0,802614.0,7.88
OP-00661,2026-04-02,Valparaíso,Marketplace,Equipamiento,Completada,4.0,730619.0,549440.0,12.56
OP-00662,2026-05-21,Metropolitana,Web,Servicios,Completada,8.0,921340.0,499940.0,17.02
OP-00663,2026-03-07,Biobío,Web,Repuestos,Completada,3.0,334256.0,279517.0,18.41
OP-00664,2026-07-12,Metropolitana,Ejecutivo,Servicios,Completada,4.0,414775.0,223538.0,10.49
OP-00665,2026-06-13,Biobío,Ejecutivo,Insumos,Completada,3.0,189727.0,127457.0,12.87
OP-00666,2026-02-05,Metropolitana,Web,Insumos,Completada,8.0,430110.0,289613.0,14.58
OP-00667,2026-06-09,La Araucanía,Web,Insumos,Cancelada,4.0,171221.0,110831.0,54.65
OP-00668,2026-08-05,La Araucanía,Marketplace,Insumos,Completada,3.0,170896.0,123636.0,24.63
OP-00669,2026-05-09,Metropolitana,Ejecutivo,,Pendiente,3.0,159994.0,104738.0,15.12
OP-00670,2026-04-13,Metropolitana,Web,Servicios,Completada,4.0,317290.0,183746.0,15.28
OP-00671,2026-06-27,Biobío,Web,Repuestos,Completada,3.0,471228.0,376062.0,30.92
OP-00672,2026-02-08,Metropolitana,Teléfono,Equipamiento,Completada,7.0,1409244.0,1046293.0,20.18
OP-00673,2026-08-20,Antofagasta,Web,Equipamiento,Completada,4.0,602534.0,418377.0,8.06
OP-00674,2026-04-11,Metropolitana,Ejecutivo,Equipamiento,Completada,6.0,1029410.0,733258.0,19.58
OP-00675,2026-06-30,Metropolitana,Ejecutivo,Insumos,Cancelada,4.0,148614.0,100178.0,12.5
OP-00676,2026-03-11,Metropolitana,Ejecutivo,Equipamiento,Completada,4.0,673704.0,499883.0,10.03
OP-00677,2026-04-29,Metropolitana,Ejecutivo,Insumos,Completada,5.0,256611.0,178081.0,22.4
OP-00678,2026-03-12,Metropolitana,Ejecutivo,Equipamiento,Completada,6.0,922760.0,659273.0,7.03
OP-00679,2026-07-11,Metropolitana,Ejecutivo,Insumos,Completada,5.0,259937.0,169072.0,18.96
OP-00680,2026-04-24,Maule,Web,Servicios,Pendiente,4.0,533888.0,302222.0,22.85
OP-00681,2026-03-29,Metropolitana,Marketplace,,Completada,3.0,154255.0,111349.0,22.43
OP-00682,2026-08-12,La Araucanía,Web,Equipamiento,Completada,2.0,346641.0,274395.0,27.24
OP-00683,2026-06-08,Metropolitana,Web,Servicios,Completada,4.0,394765.0,230503.0,28.25
OP-00684,2026-03-27,Valparaíso,Web,Servicios,Pendiente,6.0,499059.0,298713.0,19.63
OP-00685,2026-02-26,La Araucanía,Ejecutivo,Insumos,Cancelada,4.0,345769.0,254665.0,13.53
OP-00686,2026-05-18,Metropolitana,Web,Equipamiento,Completada,4.0,609883.0,440793.0,21.23
OP-00687,2026-01-11,Valparaíso,Web,Equipamiento,Completada,3.0,425730.0,301720.0,14.66
OP-00688,2026-06-15,Metropolitana,Web,Insumos,Cancelada,6.0,319694.0,217062.0,11.4
OP-00689,2026-05-13,Metropolitana,Ejecutivo,Servicios,Completada,3.0,418410.0,246421.0,15.15
OP-00690,2026-05-11,Valparaíso,Web,Servicios,Completada,2.0,165956.0,96308.0,16.1
OP-00691,2026-04-08,Biobío,Teléfono,Equipamiento,Completada,1.0,229497.0,157558.0,12.9
OP-00692,2026-05-30,Metropolitana,Web,Equipamiento,Cancelada,2.0,278040.0,191864.0,19.24
OP-00693,2026-05-29,La Araucanía,Web,Repuestos,Completada,4.0,527751.0,454238.0,38.06
OP-00694,2026-06-20,Metropolitana,Web,Insumos,Completada,6.0,345496.0,228607.0,14.9
OP-00695,2026-04-02,Metropolitana,Web,Repuestos,Cancelada,5.0,639618.0,528638.0,23.25
OP-00696,2026-06-23,Maule,Ejecutivo,Insumos,Completada,4.0,304869.0,211125.0,31.34
OP-00697,2026-01-29,Metropolitana,Web,Equipamiento,Completada,2.0,423364.0,317525.0,9.05
OP-00698,2026-04-29,Maule,Web,Insumos,Completada,1.0,62695.0,41909.0,21.58
OP-00699,2026-04-13,Valparaíso,Web,Repuestos,Completada,3.0,418431.0,333997.0,29.98
OP-00700,2026-06-08,Valparaíso,Ejecutivo,Equipamiento,Completada,3.0,563751.0,389319.0,18.56
OP-00701,2026-01-31,Metropolitana,Marketplace,Insumos,Completada,6.0,371973.0,262310.0,9.06
OP-00702,2026-05-20,Metropolitana,Marketplace,Servicios,Completada,6.0,431813.0,268501.0,21.94
OP-00703,2026-06-30,Antofagasta,Teléfono,Servicios,Completada,4.0,308417.0,182500.0,16.5
OP-00704,2026-02-04,Maule,Web,Equipamiento,Completada,6.0,972916.0,670503.0,29.88
OP-00705,2026-08-10,Biobío,Marketplace,Insumos,Completada,5.0,304319.0,217654.0,20.32
OP-00706,2026-07-31,Metropolitana,Ejecutivo,Equipamiento,Completada,6.0,1028281.0,787690.0,18.06
OP-00707,2026-06-09,Metropolitana,Ejecutivo,Insumos,Completada,4.0,261135.0,188759.0,21.72
OP-00708,2026-06-26,Metropolitana,Web,Servicios,Completada,5.0,242889.0,130436.0,22.17
OP-00709,2026-06-13,Metropolitana,Web,Repuestos,Completada,1.0,134652.0,111465.0,24.17
OP-00710,2026-01-02,Metropolitana,Ejecutivo,Repuestos,Cancelada,4.0,476078.0,379994.0,17.67
OP-00711,2026-03-08,Valparaíso,Web,Servicios,Completada,6.0,423884.0,248870.0,16.79
OP-00712,2026-01-17,Valparaíso,Teléfono,Insumos,Completada,7.0,328447.0,223724.0,22.38
OP-00713,2026-08-09,Metropolitana,Ejecutivo,Insumos,Completada,1.0,65053.0,43756.0,7.47
OP-00714,2026-07-10,Biobío,Ejecutivo,Servicios,Completada,3.0,204246.0,119498.0,13.26
OP-00715,2026-02-18,Metropolitana,Ejecutivo,Repuestos,Completada,4.0,482582.0,408243.0,48.07
OP-00716,2026-07-23,Metropolitana,Ejecutivo,Servicios,Completada,5.0,469665.0,272174.0,14.67
OP-00717,2026-06-12,Metropolitana,Marketplace,Insumos,Completada,2.0,87848.0,58200.0,41.55
OP-00718,2026-04-14,Metropolitana,Teléfono,Insumos,Completada,3.0,178245.0,122596.0,12.73
OP-00719,2026-06-11,Metropolitana,Web,Repuestos,Completada,4.0,670241.0,536829.0,42.97
OP-00720,2026-07-22,Metropolitana,Marketplace,Repuestos,Completada,3.0,459800.0,358475.0,19.04
OP-00721,2026-05-23,Antofagasta,Marketplace,,Completada,6.0,918409.0,694903.0,19.43
OP-00722,2026-08-14,La Araucanía,Ejecutivo,Insumos,Completada,2.0,99888.0,70691.0,11.94
OP-00723,2026-05-29,Metropolitana,Ejecutivo,Servicios,Completada,8.0,847246.0,497403.0,13.55
OP-00724,2026-03-02,Valparaíso,Marketplace,Equipamiento,Completada,1.0,179668.0,136265.0,8.11
OP-00725,2026-04-12,Metropolitana,Marketplace,Repuestos,Completada,4.0,490454.0,401822.0,27.67
OP-00726,2026-02-10,Biobío,Marketplace,Equipamiento,Completada,5.0,1012020.0,726563.0,16.94
OP-00727,2026-04-10,Metropolitana,Web,Equipamiento,Completada,5.0,587206.0,394198.0,18.46
OP-00728,2026-05-27,Biobío,Web,Equipamiento,Pendiente,3.0,427454.0,307851.0,11.17
OP-00729,2026-06-28,Valparaíso,Web,Servicios,Completada,4.0,327071.0,194456.0,14.1
OP-00730,2026-02-12,Biobío,Teléfono,Insumos,Completada,3.0,165681.0,112919.0,18.31
OP-00731,2026-05-03,Metropolitana,Marketplace,Servicios,Completada,4.0,484527.0,277496.0,14.85
OP-00732,2026-07-02,La Araucanía,Web,Repuestos,Completada,1.0,120668.0,105926.0,21.07
OP-00733,2026-02-01,Biobío,Web,Servicios,Pendiente,1.0,89934.0,52531.0,19.43
OP-00734,2026-02-14,Biobío,Web,Servicios,Completada,4.0,375204.0,214675.0,12.19
OP-00735,2026-04-07,Biobío,Web,Equipamiento,Completada,6.0,1535347.0,1144341.0,8.82
OP-00736,2026-02-07,Metropolitana,Web,Servicios,Completada,5.0,507669.0,299562.0,14.0
OP-00737,2026-06-03,Metropolitana,Ejecutivo,Insumos,Completada,2.0,114311.0,77653.0,19.1
OP-00738,2026-05-18,Metropolitana,Ejecutivo,,Completada,5.0,454272.0,262077.0,17.94
OP-00739,2026-05-06,Antofagasta,Web,Servicios,Completada,6.0,750477.0,423339.0,19.42
OP-00740,2026-08-27,La Araucanía,Web,Servicios,Completada,3.0,211279.0,132277.0,42.11
OP-00741,2026-02-11,Metropolitana,Web,Equipamiento,Completada,6.0,1707372.0,1238669.0,17.95
OP-00742,2026-08-31,Metropolitana,Ejecutivo,Equipamiento,Cancelada,5.0,1250380.0,954600.0,7.93
OP-00743,2026-08-07,Maule,Web,Equipamiento,Completada,1.0,219353.0,157793.0,5.86
OP-00744,2026-08-25,Metropolitana,Web,Repuestos,Completada,8.0,1805506.0,1499633.0,17.23
OP-00745,2026-08-30,Maule,Marketplace,Insumos,Completada,4.0,265655.0,184355.0,22.67
OP-00746,2026-06-07,Metropolitana,Teléfono,Insumos,Completada,5.0,270199.0,168834.0,24.86
OP-00747,2026-08-15,Metropolitana,Web,Servicios,Completada,6.0,557750.0,319472.0,8.65
OP-00748,2026-05-31,Metropolitana,Web,Servicios,Completada,4.0,399975.0,242459.0,31.32
OP-00749,2026-07-01,Valparaíso,Web,Insumos,Completada,5.0,226622.0,149313.0,26.88
OP-00750,2026-06-27,Metropolitana,Marketplace,Insumos,Completada,5.0,203066.0,136767.0,13.31
OP-00751,2026-08-15,Antofagasta,,Servicios,Completada,3.0,365634.0,207359.0,20.26
OP-00752,2026-07-01,La Araucanía,Marketplace,Repuestos,Cancelada,3.0,557360.0,458408.0,46.02
OP-00753,2026-08-03,Biobío,Web,Insumos,Completada,10.0,551925.0,373820.0,12.82
OP-00754,2026-03-07,Antofagasta,Web,Servicios,Pendiente,8.0,913927.0,524976.0,11.77
OP-00755,2026-06-12,Valparaíso,Web,Servicios,Completada,7.0,1102270.0,673679.0,26.03
OP-00756,2026-08-28,La Araucanía,Marketplace,Repuestos,Completada,4.0,386520.0,358612.0,39.74
OP-00757,2026-06-09,Valparaíso,Ejecutivo,Insumos,Completada,8.0,491745.0,328087.0,12.04
OP-00758,2026-08-14,Valparaíso,Ejecutivo,Insumos,Completada,2.0,124606.0,89427.0,17.98
OP-00759,2026-04-20,Valparaíso,Web,Equipamiento,Completada,6.0,939611.0,689289.0,11.76
OP-00760,2026-06-15,Antofagasta,Web,Repuestos,Completada,2.0,211490.0,171609.0,23.98
OP-00761,2026-03-20,Antofagasta,Web,Insumos,Completada,3.0,191132.0,128791.0,11.26
OP-00762,2026-01-30,Valparaíso,Web,Insumos,Cancelada,4.0,235865.0,151973.0,12.96
OP-00763,2026-05-16,Valparaíso,Teléfono,Equipamiento,Completada,3.0,534167.0,392511.0,14.2
OP-00764,2026-03-11,La Araucanía,Ejecutivo,Insumos,Completada,4.0,185881.0,126133.0,28.37
OP-00765,2026-01-19,Metropolitana,Web,Insumos,Completada,3.0,128930.0,84371.0,11.74
OP-00766,2026-05-22,La Araucanía,Ejecutivo,Equipamiento,Completada,5.0,957908.0,744420.0,19.35
OP-00767,2026-08-25,Biobío,Ejecutivo,Equipamiento,Completada,5.0,851585.0,641151.0,11.67
OP-00768,2026-03-31,Valparaíso,Ejecutivo,Servicios,Completada,4.0,,253906.0,15.06
OP-00769,2026-07-18,La Araucanía,Marketplace,Insumos,Completada,4.0,245998.0,173860.0,35.68
OP-00770,2026-08-29,Biobío,Web,Equipamiento,Completada,4.0,1129095.0,811285.0,13.15
OP-00771,2026-02-12,Metropolitana,Teléfono,Repuestos,Completada,3.0,336590.0,278722.0,8.53
OP-00772,2026-06-29,Antofagasta,Marketplace,Equipamiento,Completada,3.0,449366.0,340761.0,29.91
OP-00773,2026-08-29,Antofagasta,Teléfono,Servicios,Completada,1.0,82728.0,47609.0,11.79
OP-00774,2026-01-30,Metropolitana,Ejecutivo,Insumos,Completada,7.0,341682.0,233768.0,29.59
OP-00775,2026-04-21,Maule,Ejecutivo,Servicios,Completada,2.0,146023.0,86079.0,18.86
OP-00776,2026-06-08,Metropolitana,Ejecutivo,Insumos,Completada,5.0,304273.0,207753.0,22.09
OP-00777,2026-07-24,Metropolitana,Web,Servicios,Completada,2.0,205370.0,116864.0,30.25
OP-00778,2026-07-20,Metropolitana,Marketplace,Servicios,Completada,5.0,385163.0,218878.0,23.21
OP-00779,2026-07-01,Metropolitana,Ejecutivo,Insumos,Completada,3.0,171067.0,119645.0,29.5
OP-00780,2026-01-25,Biobío,Ejecutivo,Equipamiento,Completada,2.0,446740.0,321882.0,19.74
OP-00781,2026-04-24,Valparaíso,Ejecutivo,Insumos,Completada,7.0,303006.0,214015.0,9.28
OP-00782,2026-07-28,Maule,Marketplace,Equipamiento,Pendiente,4.0,880261.0,649325.0,10.77
OP-00783,2026-02-08,Valparaíso,Web,Insumos,Completada,4.0,203534.0,141167.0,14.73
OP-00784,2026-07-26,Antofagasta,Web,Repuestos,Completada,4.0,567557.0,478835.0,20.05
OP-00785,2026-08-26,Metropolitana,Web,Servicios,Completada,3.0,212122.0,128495.0,7.96
OP-00786,2026-06-05,Maule,Web,Equipamiento,Completada,3.0,790971.0,567599.0,13.15
OP-00787,2026-06-12,Metropolitana,Ejecutivo,Equipamiento,Completada,2.0,258647.0,181688.0,20.08
OP-00788,2026-06-25,Valparaíso,Ejecutivo,Equipamiento,Completada,6.0,928288.0,671336.0,15.56
OP-00789,2026-05-08,Metropolitana,Ejecutivo,Repuestos,Completada,3.0,333168.0,281072.0,15.32
OP-00790,2026-06-22,Maule,Web,Repuestos,Completada,2.0,265852.0,211431.0,34.08
OP-00791,2026-07-05,Metropolitana,Ejecutivo,Insumos,Completada,5.0,330532.0,235304.0,23.59
OP-00792,2026-02-10,Antofagasta,Ejecutivo,Servicios,Completada,4.0,405856.0,235875.0,22.53
OP-00793,2026-03-07,Biobío,Ejecutivo,Insumos,Completada,5.0,353465.0,229443.0,12.69
OP-00794,2026-07-20,Metropolitana,Marketplace,Servicios,Completada,4.0,350263.0,209205.0,16.11
OP-00795,2026-05-20,Metropolitana,Web,Equipamiento,Completada,6.0,1160712.0,874635.0,21.72
